Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4
keren juga nih ip11 pake ios terbaru;spesifikasi positif;keren juga nih ip11 pake ios terbaru;keren juga nih ip11 pake ios terbaru;keren juga nih ip11 pake ios terbaru;keren juga nih ip11 menggunakan ios terbaru
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat digunakan ngegame
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum sebelumnya;chipset yang ada di ip11 ini membuat performanya jauh lebih enteng dibanding iphone sebelum sebelumnya
apple processor is better than any android out there;spesifikasi positif;apple processor is better than any android out there;apple processor is better than any android out there;apple processor is better than any android out there;apple processor is lebih baik than any android out there
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif;wahh mantap nih spesifikasinya iphone 11;wahh mantap nih spesifikasinya iphone 11;wahh mantap nih spesifikasinya iphone 11;wahh mantap nih spesifikasinya iphone 11
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif;ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;ga heran sih nih iphone11 mantap toh iosnya make yang terbaru;tidak heran sih nih iphone11 mantap toh iosnya make yang terbaru
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi iphone11 mantap sekali bisa digunakan buat nyelam dengan aman
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif;suka banget sama spesifikasinya ga nyesel beli;suka banget sama spesifikasinya ga nyesel beli;suka banget sama spesifikasinya ga nyesel beli;suka sekali sama spesifikasinya tidak menyesal beli
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif;belum ada yang bisa nandingin processor yang dipunya apple;belum ada yang bisa nandingin processor yang dipunya apple;belum ada yang bisa nandingin processor yang dipunya apple;belum ada yang bisa nandingin processor yang dipunya apple
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif;pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram nya dikit banget harusnya bisa lebih bervariasi;pilihan ram nya dikit sekali harusnya bisa lebih bervariasi
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram nya cuma 4gb  menginginkan yang lebih
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang sih kalau menurut gue apalagi harganya juga mahal
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif;masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa ga ada fitur nfc nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa ga ada fitur nfc nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa tidak ada fitur nfc nya sih percuma aja harga mahal tapi tidak punya fitur yang lagi tren
belum support 5g masih jelek;spesifikasi negatif;belum support 5g masih jelek;belum support 5g masih jelek;belum support 5g masih jelek;belum mendukung 5g masih jelek
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasi negatif;spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasinya tidak beda jauh sama produk sebelumnya masih biasa aja cenderung jelek
belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif;belum ada fitur buat usb type c huh masih jelek;belum ada fitur buat usb type c huh masih jelek;belum ada fitur buat usb type c huh masih jelek;belum ada fitur buat usb type c huh masih jelek
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;spesifikasi negatif;masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;masih bnayak yang kurang nih spesifikasinya belum terlalu oke;masih bnayak yang kurang nih spesifikasinya belum terlalu oke
apple ga up to date, masa belum support 5g sih;spesifikasi negatif;apple ga up to date, masa belum support 5g sih;apple ga up to date, masa belum support 5g sih;apple ga up to date masa belum support 5g sih;apple tidak up to date masa belum mendukung 5g sih
yah masih 4g coy, gausah dibeli lah, masih jelek;spesifikasi negatif;yah masih 4g coy, gausah dibeli lah, masih jelek;yah masih 4g coy, gausah dibeli lah, masih jelek;yah masih 4g coy gausah dibeli lah masih jelek;yah masih 4g coy gausah dibeli lah masih jelek
wah ancur bgt nih ip11 kameranya auto mulus;kamera positif;wah ancur bgt nih ip11 kameranya auto mulus;wah ancur bgt nih ip11 kameranya auto mulus;wah ancur bgt nih ip11 kameranya auto mulus;wah ancur sekali nih ip11 kameranya auto mulus
suka banget hasil pengambilan kameranya;kamera positif;suka banget hasil pengambilan kameranya;suka banget hasil pengambilan kameranya;suka banget hasil pengambilan kameranya;suka sekali hasil pengambilan kameranya
fitur autofokusnya cakep banget cuy;kamera positif;fitur autofokusnya cakep banget cuy;fitur autofokusnya cakep banget cuy;fitur autofokusnya cakep banget cuy;fitur autofokusnya bagus sekali cuy
ip11 ini kameranya aku suka banget, hasilnya bagus;kamera positif;ip11 ini kameranya aku suka banget, hasilnya bagus;ip11 ini kameranya aku suka banget, hasilnya bagus;ip11 ini kameranya aku suka banget hasilnya bagus;ip11 ini kameranya aku suka sekali hasilnya bagus
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;kamera positif;satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;satu satunya alasan gue cinta sekali sama ip11 kameranya waw amazing
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;kamera positif;fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;fitur night mode nya lumayan sekali digunakan buat jepret jepret malem malem
hasil fotonya bagus banget sih, mendukung keestetikan gue;kamera positif;hasil fotonya bagus banget sih, mendukung keestetikan gue;hasil fotonya bagus banget sih, mendukung keestetikan gue;hasil fotonya bagus banget sih mendukung keestetikan gue;hasil fotonya bagus sekali sih mendukung keestetikan gue
kameranya oke, dipake buat foto dan video bagus;kamera positif;kameranya oke, dipake buat foto dan video bagus;kameranya oke, dipake buat foto dan video bagus;kameranya oke dipake buat foto dan video bagus;kameranya oke digunakan buat foto dan video bagus
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;kamera positif;semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak menggunakan ip11 makin suka foto deh kameranya bagus haha
ga salah beli nih, kameranya gue suka;kamera positif;ga salah beli nih, kameranya gue suka;ga salah beli nih, kameranya gue suka;ga salah beli nih kameranya gue suka;tidak salah beli nih kameranya gue suka
jelek banget fitur night mode kamera nya banyak noise;kamera negatif;jelek banget fitur night mode kamera nya banyak noise;jelek banget fitur night mode kamera nya banyak noise;jelek banget fitur night mode kamera nya banyak noise;jelek sekali fitur night mode kamera nya banyak noise
kameranya jelek kalo mau ngezoom pecah;kamera negatif;kameranya jelek kalo mau ngezoom pecah;kameranya jelek kalo mau ngezoom pecah;kameranya jelek kalo mau ngezoom pecah;kameranya jelek kalau mau ngezoom pecah
ga worth it sih kameranya, mendingan beli produk lain;kamera negatif;ga worth it sih kameranya, mendingan beli produk lain;ga worth it sih kameranya, mendingan beli produk lain;ga worth it sih kameranya mendingan beli produk lain;tidak sebanding it sih kameranya mendingan beli produk lain
kameranya kurang banyak, ga memuaskan;kamera negatif;kameranya kurang banyak, ga memuaskan;kameranya kurang banyak, ga memuaskan;kameranya kurang banyak ga memuaskan;kameranya kurang banyak tidak memuaskan
ah iphone 11 kameranya kurang baik dibanding yg lain;kamera negatif;ah iphone 11 kameranya kurang baik dibanding yg lain;ah iphone 11 kameranya kurang baik dibanding yg lain;ah iphone 11 kameranya kurang baik dibanding yg lain;ah iphone 11 kameranya kurang baik dibanding yang lain
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera negatif;kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera nya ga terlalu bagus sih kalo dipake buat moto malam hasilnya jelek;kamera nya tidak terlalu bagus sih kalau digunakan buat moto malam hasilnya jelek
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;kamera negatif;masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;masih banyak produk lain yang kameranya lebih bagus dari ip11 nih ga worth sih;masih banyak produk lain yang kameranya lebih bagus dari ip11 nih tidak sebanding sih
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kamera negatif;kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kameranya kalau digunakan buat foto indoor dengan pencahayaan yang kurang bad sekali sih
noise banget asli kalo dipake foto indoor malem malem, jelek;kamera negatif;noise banget asli kalo dipake foto indoor malem malem, jelek;noise banget asli kalo dipake foto indoor malem malem, jelek;noise banget asli kalo dipake foto indoor malem malem jelek;noise sekali asli kalau digunakan foto indoor malem malem jelek
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kamera negatif;kameranya masih jelek, masih banyak handphone murah yang kameranya good;kameranya masih jelek, masih banyak handphone murah yang kameranya good;kameranya masih jelek masih banyak handphone murah yang kameranya good;kameranya masih jelek masih banyak handphone murah yang kameranya good
the battery is good cukup bertahan;baterai positif;the battery is good cukup bertahan;the battery is good cukup bertahan;the battery is good cukup bertahan;the baterai is good cukup bertahan
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;baterai positif;lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi
aman sih ini baterainya, apalagi ada teknologi wireless charge;baterai positif;aman sih ini baterainya, apalagi ada teknologi wireless charge;aman sih ini baterainya, apalagi ada teknologi wireless charge;aman sih ini baterainya apalagi ada teknologi wireless charge;aman sih ini baterainya apalagi ada teknologi wireless charge
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;baterai positif;chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipset mantap sekali jadi membuat iphone 11 hemat baterai
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif;iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;baterai positif;buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya
